Store,ActualSales,MAE,RMSPE
798,571459,1030.1195004111842,0.32112209604372555
818,496852,1028.8988541666668,0.16901523182817266
865,627234,1028.6381380208334,0.14768035135537305
281,465630,1028.2837428042762,0.21595051910791896
779,548654,1027.8500719572369,0.2707464092046073
916,426832,1025.653984375,0.2203801939273464
495,423485,1025.4004622395832,0.2382590632309351
277,476634,1025.1938671875,0.21025201984538877
268,380188,1025.0211245888158,0.2557876270811268
81,575210,1023.9361393229167,0.15517215299441314
923,419963,1020.6217169510691,0.22449474124888083
1078,572411,1019.642265625,0.16090177868802458
731,699911,1018.9418098958333,0.12619185748473638
213,660196,1018.0342838541667,0.13160615569257417
449,816535,1017.8209895833334,0.12187443371181708
185,530677,1017.4822291324014,0.20707409560897735
485,411569,1017.0403385416666,0.23352693687604004
215,493080,1016.4559309895833,0.19580458394198386
144,579311,1015.1350611636514,0.2792219337244151
767,463933,1015.0559788754111,0.27695722842547155
538,317936,1014.6661119962994,0.32617717146670594
630,451710,1014.4713932291667,0.3912274650490202
550,474036,1014.1962369791667,0.2318569818922339
664,405512,1013.4254728618421,0.2608318213441089
1047,378758,1013.2420768229167,0.2718226682744159
1090,500733,1012.5894968133224,0.2866562709902463
315,337108,1012.3348420795642,0.34569747800598255
866,542243,1011.9942057291667,0.15482050785645166
715,486445,1010.8101421155428,0.45865966657615803
274,491692,1010.5151554987981,0.23802346337411673
750,388183,1010.340546875,0.24123256238694585
69,693263,1006.19904296875,0.1294626460321228
164,509975,1004.4347428385416,0.15848352597840984
1009,369886,1003.5423795572916,0.24690067039154584
1049,293642,1002.8490266927083,0.2987618909190987
967,617766,1001.4294856770833,0.15957929496533876
354,665109,1001.08693359375,0.12911307873615524
915,516133,999.6634505208333,0.18591552903910644
29,623383,998.1060626055744,0.14308059045323107
433,482706,996.2887110448146,0.5670083086992708
634,520867,992.318513569079,0.2959522773456166
100,634055,991.29376953125,0.1476246535140802
592,336506,990.27154296875,0.28930870925716573
1086,453709,988.4357486979167,0.24913610707572248
657,459234,988.18375,0.24388914778879972
1,330647,987.4384534681166,0.2598174124384302
217,388281,987.3760086862665,0.231064037674354
680,400091,986.8656519839639,0.24693940323840138
944,558284,986.3220407586349,0.17729135402726068
240,383409,986.2564954255756,0.2259407591273237
871,541614,985.94998046875,0.1653981198167547
1006,519594,981.8814247532895,0.15837549307831647
176,395526,980.435,0.30475988734541937
781,366000,980.4245862458881,0.3687342744683665
898,515076,980.1666227641858,0.42971815802456886
796,588328,979.2429296875,0.16297897890146745
107,595533,978.593171772204,0.15646131862239407
694,645461,976.9682747395833,0.13142358529253492
1022,566069,975.9628841145833,0.19221148129181403
82,701601,975.3788736979167,0.11926673316322765
829,442737,974.8710416666667,0.23405235215197429
851,409003,974.0971484375,0.22336525662627513
385,572557,973.05388671875,0.1589516954671173
743,298277,972.9549464175576,0.3246419111819258
156,523650,972.3450702868009,0.21728428580451636
400,681291,972.3025223581415,0.1358005448410262
922,589178,971.6222265625,0.1437817689214593
568,412097,971.4391731770834,0.21896522347228137
691,631967,969.84177734375,0.148091682240969
965,605782,968.68638671875,0.18933531236000442
166,424975,968.1789322916667,0.20362365277598551
313,542888,967.0964162726151,0.22237809268709738
1091,659079,966.6364553351151,0.12365004187171462
51,555030,965.4786067708334,0.16479320258513494
293,480763,964.8217002467105,0.2201167718299424
369,502792,963.1797591145834,0.18009342095466382
581,387181,963.0242122395833,0.3320595887058042
511,445306,962.0711284436678,0.19131942598408389
721,600026,961.9007311369244,0.145884305563841
